ItemID,Sentiment,SentimentText
positive96positive,negative," I wish I lived far far away, in a fairytale land.... With lots of happiness and love... Ahhhh to daydream"
positive962,negative, i wish i was famous.
positive963,negative, I wish I were there.
positive964,negative, I WISH IT WAS SUMMER TIME.....
positive965,negative, I wish Mark was here
positive966,negative, i wish paramore won for best song... boo
positive967,negative, I wish this was easier!! 
positive968,positive, i woke up! Lol ~
positive969,negative,"-- I won't feel guilty and like I should be revising stuff after today, haha "
positive97negative,negative," I work the next 4 days, 8 hours each day. No fun."
positive97positive,negative, i... have to start... work... tomorrow......................
positive972,positive, icant stop smiling! Especially thinking of the time we ran to the train...
positive973,negative, idk why i 'm so sad  i need to somone right now 
positive974,negative,=- Ii cant beleivee the ppl that imm losinng
positive975,negative, i'll be leaving home tomorrow.
positive976,negative, ill deff be going up early on Tuesday will you? What time at?
positive977,negative, I'll get home like 5pm today it will be a long day no hangover just my body is drain out n my legs hurt ;-( I'm dehrydrated
positive978,positive, I'll get my son Tommi to visit at me tomorrow from Oulu. So nice )
positive979,negative, I'm a sad panda today. I want a slurpee damnit!
positive98negative,negative," I'm about to turn down a great job offer in LA. Raise, paid for accomodations, rental car, weekly expenses paid...I have my reasons."
positive98positive,positive, im almost done with this portrait. woo. hmm.. maybe i should draw andrew bisante with my new pastels !!
positive982,positive, I'm back online!
positive983,positive," im back, but now going offline seeya guys  have fun on twitterrr~  night lvoe ya."
positive984,negative, im being attacked by a moth!!  its scary stuff  haha!
positive985,negative, I'm being confused..
positive986,negative, i'm board :b and happy for tomorrow
positive987,negative, I'm Bored... Bored....Bored Again And Developing A Headache And I Want A Piece Of Carrot Cake mmm
positive988,negative, I'm boreddddd...rain rain go away.
positive989,negative," im buzzed and followed friends to punk ass bar, possibility of me getnin laid minimal "
positive99negative,negative," Im crushed, How could i have been so stupid?... ~!$@M@NTH@ !~"
positive99positive,negative, I'm depressed about the cavs loss now I'm checking out the Da Vinci Code for the first time!
positive992,negative, Im dying of thirst and I wish I was in a large body of water somewhere in Hawaii!! Anything with clear water actually!!!
positive993,positive, I'm exactly where I want to be. ))
positive994,negative," I'm exhausted. Having pasta soon, thank god."
positive995,positive, im followin demi she rocks
positive996,negative, I'm freaking out    ~ I got something to admit ~
positive997,negative, im fukin bored im goin on gs 4 a bit
positive998,positive, finally awake!!!!
positive999,positive,=- finally Catching the new episode of college hill.
2negativenegativenegative,positive, finally finished. now i can sleep peacefully!
2negativenegativepositive,positive, Finally Friday!
2negativenegative2,positive,=- finally Got twitter.... trynna See what the hype is about
2negativenegative3,negative, fine i just wanted to share with u the greatness of baby soup. and how it contributes to a cannibal society! 
2negativenegative4,negative, fine. I'll watch it. I am so f**king rad.
2negativenegative5,negative,"- finished watching FRIENDS  so sad, WHY WHYYYYYY DID IT HAD TO ENNNDDDD &gt;=[[["
2negativenegative6,positive," finishing up this stupid project then off for fun! sundress, booze and sunshine... I love this country!"
2negativenegative7,negative, Firefox will not start or uninstall. i hate it sometimes.
2negativenegative8,negative, First time in a long time Wikipedia has failed me
2negativenegative9,positive, fishing today? GO AWAY RAIN!!!
2negativepositivenegative,negative,=- Five in the Morn and am awake wiv A migraine
2negativepositivepositive,negative, Flash lost my frisby on a roof. Sad days LOL
2negativepositive2,negative," FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;("
2negativepositive3,negative, folk taking about me at morning break 2day
2negativepositive4,positive, folllow me
2negativepositive5,positive, FOOD! 
2negativepositive6,negative, For a minute there I was all happy thinking it was THIS Tuesday we finished. 
2negativepositive7,negative," For the first time ever, my iPhone crashed iTunes 3 times in a row. Also crashed &quot;Apple Moble Device Helper.&quot; WTF? Apple? Twitterrific?"
2negativepositive8,positive,"=- for trish: sa right side ng reply ko, may star and arrow. click the arrow para maka-reply ka. hehehe."
2negativepositive9,negative, Forgot about them science exams tbh (N)
2negative2negative,positive, Found her JRM icons!
2negative2positive,positive," found my BBerry in the office, thanks God, one entire weekend without was enough!!!"
2negative22,negative, foxtell is so depressing
2negative23,negative, freaking out about the exam.
2negative24,positive,-- french test! oh gawdd.. lol  fashion show tonite!  come watch &lt;3
2negative25,negative, frenchies cheering sod. hurts my SOUL.
2negative26,positive,=- fresh out the shower. I wanna go to the movies tonight
2negative27,negative, fuck it all
2negative28,negative, fuck you 2negativenegative9...
2negative29,negative, fun time. so tired. train to boston soon 
2negative3negative,positive,"- FUNNY - Cold nose, COLD NOSE!! - REALLLYYYY COLD NOSE - watch till end if u wana laugh  http://bit.ly/pvgtM"
2negative3positive,negative, funny how quick yr mood can change.
2negative32,negative, gaaaahhhhh! If I started all this....
2negative33,negative, g'bye FL crew! until dragon*con!
2negative34,negative,' GERD is acting up.  fml.
2negative35,negative, Gettin a divorce   *Str@ng3r !n my hnegativeus3*
2negative36,positive,- getting my Battlestar fix! 
2negative37,negative," getting rid of the z28 camaro. Its a said day. If anyone wants it, come get it. Its also on ebay"
2negative38,positive,'' Gimme a hug ''  thats soooo cute :p
2negative39,negative," Girlfriend is in surgery, nothing really serious, but I hate she has to have total narcosis."
2negative4negative,negative, gloomy outside... pajamas all day? sounds like a plan to me.
2negative4positive,negative, Gmail isn't connecting on my iphone. Is gmail down?
2negative42,positive," gnight to all. oh, if you have the time, look up Marcus Schossow, he's amazing. Girls Suckcces (Dub Mix) is my personal fave "
2negative43,positive,"- go &amp; try the yummo &amp; super hot 'plecing kangkung' + ayam bakar taliwang.. **sexy food from exotic country,Indonesia "
2negative44,positive, goin to dadsssssss
2negative45,negative, going home. We all knew I would have to go home some time 
2negative46,negative, i'm getting sick. That's not good with Salkehatchie on saturday.
2negative47,positive," im giving it all to ya,"
2negative48,negative, I'm going back to sleep...
2negative49,negative," im going to bed. hopefully, i'll dream of Mr. @BrentCorrigannegativenegative tonight..."
2negative5negative,negative, im going to go cry myself to sleep.
2negative5positive,negative, im going to miss my Prissy...  But I'm happy she's with Elvis again
2negative52,positive," I'm gonna go be grumpy and read comics. Later, twitter!"
2negative53,negative, im gonna miss all of the peeps in the play smgt!!!
2negative54,negative, im gonna miss my psychology/sociology teacher
2negative55,negative, I'm gonna pull an all-nighter. Hopefully I won't fall asleep 'cause I'm pretty tired. I want a Mocha BK Joe!
